"id","question","option_a","option_b","option_c","option_d","correct_option","fun_fact"
1199,"I’m a green statue holding a torch and a tablet. Who am I?","Eiffel Tower","Statue of Liberty","Christ the Redeemer","Big Ben","Statue of Liberty","The statue’s copper was once shiny like a new penny, but it turned green due to oxidation — nature’s free paint job!"
1200,"I’m the desert city that never sleeps and sparkles even at midnight. Who am I?","Las Vegas","Dubai","Los Angeles","Phoenix","Las Vegas","There are no clocks in Las Vegas casinos — time doesn’t exist when you’re having too much fun losing money!"
1201,"I’m known for my cheese, cows, and football team called the Packers. Who am I?","Wisconsin","Texas","Ohio","Michigan","Wisconsin","Fans wear cheese-shaped hats called 'cheeseheads' — talk about being totally committed to dairy!"
1202,"I’m the largest tropical rainforest in the world. Who am I?","Amazon Rainforest","Congo Basin","Sundarbans","Daintree Forest","Amazon Rainforest","The Amazon produces 20% of Earth’s oxygen — basically, it’s the planet’s green lung!"
1203,"I’m the tallest building in the USA. Who am I?","Empire State Building","Willis Tower","One World Trade Center","Chrysler Building","One World Trade Center","It stands 1,776 feet tall — symbolizing the year America declared independence. That’s patriotic architecture!"
1204,"I’m the most famous mouse in the world and wear red shorts. Who am I?","Jerry","Mickey Mouse","Stuart Little","Mighty Mouse","Mickey Mouse","Mickey was originally named 'Mortimer,' but Walt Disney’s wife thought it sounded too serious. Thanks to her, Mickey was born!"
1205,"I’m the ocean that hugs the west coast of the USA. Who am I?","Atlantic Ocean","Pacific Ocean","Indian Ocean","Arctic Ocean","Pacific Ocean","The Pacific is so big it could fit all continents combined — talk about being the heavyweight of oceans!"
1206,"I’m the frozen continent where penguins walk like gentlemen. Who am I?","Antarctica","Arctic","Greenland","Iceland","Antarctica","It’s the driest place on Earth — even though it’s covered in ice. Basically, a giant freezer with no water to drink!"
1207,"I’m the U.S. state known as 'The Sunshine State'. Who am I?","California","Florida","Texas","Arizona","Florida","Florida has more lightning strikes than any other state — looks like even the sky is electrified to be there!"
1208,"I’m a world-famous painting with a mysterious smile. Who am I?","Mona Lisa","The Starry Night","The Last Supper","The Scream","Mona Lisa","Her smile changes depending on where you look — it’s basically the world’s oldest optical illusion!"
1209,"I’m the largest planet in our solar system. Who am I?","Saturn","Jupiter","Neptune","Earth","Jupiter","Jupiter’s storm, the Great Red Spot, has been raging for 300 years — that’s one angry weather forecast!"
1210,"I’m the city known as 'The Big Apple'. Who am I?","Los Angeles","New York","Chicago","Boston","New York","The nickname came from horse racing slang — now everyone’s biting the Big Apple instead of racing horses!"
1211,"I’m the superhero who wears an iron suit and flies. Who am I?","Iron Man","Batman","Superman","Spider-Man","Iron Man","Tony Stark’s suit would cost over $100 million in real life — and still wouldn’t come with Jarvis!"
1212,"I’m the inventor who lit up the world — literally. Who am I?","Nikola Tesla","Albert Einstein","Thomas Edison","Isaac Newton","Thomas Edison","Edison held over 1,000 patents — probably had more ideas than most people have thoughts!"
1213,"I’m the Indian leader who taught peace without war. Who am I?","Subhas Chandra Bose","Jawaharlal Nehru","Mahatma Gandhi","Sardar Patel","Mahatma Gandhi","He walked 240 miles during the Salt March — that’s more cardio than most people do in a year!"
1214,"I’m the national bird of the USA. Who am I?","Bald Eagle","Pigeon","Falcon","Hawk","Bald Eagle","Ben Franklin wanted the turkey instead — imagine pledging allegiance to a bird that gobbles!"
1215,"I’m a famous American tech company founded in a garage. Who am I?","Apple","Microsoft","Amazon","Google","Apple","The first Apple computer was sold for $666.66 — spooky price for such a sweet product!"
1216,"I’m the famous American building where the President lives. Who am I?","Pentagon","White House","Capitol","Lincoln Memorial","White House","It was repainted white after being burned in 1814 — talk about a glow-up!"
1217,"I’m the coldest planet in the solar system. Who am I?","Uranus","Neptune","Saturn","Pluto","Neptune","Winds on Neptune blow faster than sound — talk about nature breaking the speed limit!"
1218,"I’m the author of 'Harry Potter'. Who am I?","J.K. Rowling","Suzanne Collins","Stephen King","Rick Riordan","J.K. Rowling","She was rejected 12 times before a publisher said yes — proof that persistence beats magic!"
1219,"I’m the beverage made from roasted beans and wake people up daily. Who am I?","Tea","Coffee","Hot Chocolate","Milk","Coffee","Coffee was once banned in Mecca for being 'too stimulating' — clearly, they didn’t have exams then!"
1220,"I’m the largest state in the USA. Who am I?","Texas","California","Alaska","Montana","Alaska","Alaska is so big, you could fit Texas twice — and still have space for California!"
1221,"I’m the Indian city known as the 'Pink City'. Who am I?","Jaipur","Jodhpur","Agra","Udaipur","Jaipur","The city was painted pink to welcome the Prince of Wales in 1876 — and it never lost the blush!"
1222,"I’m the superhero who swings between skyscrapers. Who am I?","Superman","Batman","Spider-Man","Hulk","Spider-Man","Spider-Man was the first teen superhero who wasn’t a sidekick — Peter Parker made nerds cool!"
1223,"I’m the red planet known for dust storms and robots. Who am I?","Venus","Mars","Jupiter","Mercury","Mars","There are over 1 million pieces of space junk orbiting near Mars — talk about cosmic littering!"
1224,"I’m the Indian festival of colors. Who am I?","Diwali","Holi","Navratri","Eid","Holi","In some villages, people play Holi with flowers instead of colors — because why not smell good while celebrating!"
1225,"I’m the bird that can’t fly but runs super fast. Who am I?","Penguin","Ostrich","Peacock","Duck","Ostrich","An ostrich’s eye is bigger than its brain — yet it’s still smart enough to run away from danger!"
1226,"I’m the planet famous for my beautiful rings. Who am I?","Saturn","Neptune","Uranus","Jupiter","Saturn","Those rings are made of ice and dust — basically, space’s version of jewelry!"
1227,"I’m the mountain that touches the sky. Who am I?","K2","Mount Kilimanjaro","Mount Everest","Denali","Mount Everest","Everest grows about 4 millimeters taller each year — nature’s slow-motion skyscraper!"
1228,"I’m the river that runs through Egypt. Who am I?","Amazon","Nile","Yangtze","Mississippi","Nile","It’s over 4,000 miles long — that’s like walking from New York to LA and back!"
1229,"I’m the inventor of the telephone. Who am I?","Thomas Edison","Alexander Graham Bell","Nikola Tesla","James Watt","Alexander Graham Bell","His first words over the phone were, 'Mr. Watson, come here, I want to see you' — basically the first missed call!"
1230,"I’m the largest country by land area. Who am I?","USA","China","Russia","Canada","Russia","Russia covers 11 time zones — they literally live in the future and the past at once!"
1231,"I’m the famous scientist who developed the theory of relativity. Who am I?","Isaac Newton","Albert Einstein","Stephen Hawking","Galileo","Albert Einstein","Einstein’s brain was stolen after his death — guess curiosity never ends!"
1232,"I’m the red fruit that keeps doctors away. Who am I?","Apple","Tomato","Strawberry","Cherry","Apple","Apples float on water because 25% of their volume is air — nature made them perfect for bobbing games!"
1233,"I’m the American national anthem’s first word. Who am I?","Oh","Star","The","Say","Oh","The 'Star-Spangled Banner' was written during a battle — multitasking level: heroic!"
1234,"I’m the hottest planet in our solar system. Who am I?","Mercury","Venus","Mars","Jupiter","Venus","Venus spins backward — the only planet that does, maybe it just wants to be different!"
1235,"I’m the currency used in the United States. Who am I?","Dollar","Pound","Euro","Peso","Dollar","The first US dollar bills were printed with black ink because it was the cheapest available!"
1236,"I’m the city that hosts the Times Square Ball Drop every New Year. Who am I?","New York","Chicago","Los Angeles","Boston","New York","The first ball drop was in 1907 — back when selfies didn’t exist to capture it!"
1237,"I’m the American space agency exploring beyond Earth. Who am I?","SpaceX","NASA","ISRO","ESA","NASA","NASA’s first computers were actually women doing math by hand — the real human calculators!"
1238,"I’m the tallest animal on land. Who am I?","Elephant","Giraffe","Camel","Horse","Giraffe","A giraffe’s neck has the same number of bones as yours — they’re just super-sized!"
1239,"I’m the world’s largest ocean. Who am I?","Atlantic","Indian","Pacific","Arctic","Pacific","It covers one-third of Earth’s surface — that’s a lot of water for your beach dreams!"
1240,"I’m the Indian scientist known as the Missile Man. Who am I?","C.V. Raman","Homi Bhabha","A.P.J. Abdul Kalam","Vikram Sarabhai","A.P.J. Abdul Kalam","He sold newspapers as a kid — and later became the President of India. That’s a glow-up of a lifetime!"
1241,"I’m the country known for maple syrup and politeness. Who am I?","USA","Canada","Switzerland","Denmark","Canada","Canadians apologize so much, there’s a law saying saying 'sorry' doesn’t count as guilt!"
1242,"I stand tall in New York, holding a torch high for freedom. Who am I?","Eiffel Tower","Statue of Liberty","Big Ben","Mount Rushmore","Statue of Liberty","She was a gift from France to the USA — talk about the best friendship present ever!"
1243,"I’m round, cheesy, and Americans love me for dinner. Who am I?","Pizza","Burger","Hot Dog","Taco","Pizza","In the USA, about 3 billion pizzas are sold every year — that’s almost one per person!"
1244,"I’m the place where dreams come true and Mickey lives. Who am I?","Universal Studios","Disneyland","SeaWorld","LEGOLAND","Disneyland","It took only one year to build the original Disneyland — that’s faster than most people finish their homework!"
